Pixel, Red, Green, Blue, Fire
367,199,130,1,0
368,202,132,2,0
369,208,135,6,0
370,209,136,5,0
371,211,137,6,0
372,212,138,7,0
373,211,137,6,0
374,210,136,3,0
375,212,139,1,0
376,213,140,1,0
377,213,140,1,0
378,213,140,1,0
379,214,141,2,0
380,216,143,4,0
381,215,142,3,0
382,213,140,1,0
383,213,140,1,0
384,216,143,4,0
385,213,140,1,0
386,213,139,4,0
387,210,136,1,0
388,214,140,5,0
389,214,140,5,0
390,211,137,2,0
391,212,138,3,0
392,216,142,7,0
393,212,138,3,0
394,210,136,1,0
395,213,139,4,0
396,216,142,7,0
397,213,141,7,0
398,212,140,6,0
399,211,139,5,0
400,209,136,5,0
401,207,134,3,0
402,205,132,1,0
403,203,130,1,0
404,203,130,2,0
405,204,131,3,0
406,204,131,3,0
407,203,130,2,0
408,201,127,2,0
409,200,126,3,0
410,195,123,3,0
411,193,121,3,0
412,192,120,2,0
413,193,121,1,0
414,194,124,3,0
415,193,123,2,0
416,194,125,4,0
417,194,126,3,0
418,194,126,1,0
419,202,131,3,0
420,203,133,3,0
421,201,131,1,0
422,206,133,2,0
423,209,136,5,0
424,214,140,9,0
425,214,140,7,0
426,214,140,7,0
427,213,139,6,0
428,215,138,6,0
429,215,139,4,0
430,214,138,3,0
431,214,138,3,0
432,212,139,1,0
433,213,140,2,0
434,214,141,2,0
435,215,142,3,0
436,216,143,4,0
437,217,144,5,0
438,215,142,1,0
439,217,145,1,0
440,215,142,3,0
441,215,142,3,0
442,214,141,2,0
443,213,140,1,0
444,216,143,4,0
445,220,147,8,0
446,218,145,6,0
447,215,142,3,0
448,213,140,1,0
449,214,141,2,0
450,214,141,2,0
451,213,140,1,0
452,214,140,5,0
453,210,136,1,0
454,210,136,1,0
455,210,136,1,0
456,210,136,1,0
457,212,138,3,0
458,218,144,9,0
459,214,142,6,0
460,214,142,6,0
461,212,140,4,0
462,211,139,5,0
463,209,137,3,0
464,208,136,2,0
465,207,135,1,0
466,206,133,2,0
467,205,132,1,0
468,205,132,1,0
469,206,133,4,0
470,206,133,4,0
471,205,132,3,0
472,204,131,2,0
473,203,130,2,0
474,202,128,3,0
475,200,128,7,0
476,198,126,6,0
477,197,125,5,0
478,198,126,5,0
479,198,126,5,0
480,196,126,4,0
481,194,124,2,0
482,197,129,6,0
483,197,129,4,0
484,197,129,2,0
485,204,134,4,0
486,206,136,4,0
487,206,136,4,0
488,207,137,3,0
489,211,139,5,0
490,214,142,6,0
491,215,141,8,0
492,215,141,6,0
493,213,139,4,0
494,212,139,1,0
495,214,138,3,0
496,215,139,2,0
497,216,140,3,0
498,217,141,4,0
499,215,142,4,0
500,215,142,4,0
501,215,142,4,0
502,215,142,4,0
503,216,143,4,0
504,217,144,5,0
505,218,145,6,0
506,218,145,6,0
507,219,146,5,0
508,217,144,3,0
509,217,145,1,0
510,219,147,3,0
511,221,148,7,0
512,218,145,6,0
513,217,144,5,0
514,214,141,2,0
515,214,141,2,0
516,219,146,7,0
517,223,150,11,0
518,220,147,8,0
519,218,145,6,0
520,218,145,6,0
521,219,146,7,0
522,220,147,8,0
523,218,145,6,0
524,217,144,6,0
525,218,144,9,0
526,212,138,3,0
527,210,136,1,0
528,211,137,2,0
529,212,138,3,0
530,214,142,4,0
531,213,141,3,0
532,212,140,2,0
533,211,139,1,0
534,210,138,2,0
535,209,137,1,0
536,209,137,1,0
537,207,135,1,0
538,207,135,1,0
539,206,133,2,0
540,205,132,1,0
541,204,131,2,0
542,203,130,2,0
543,202,128,5,0
544,199,127,6,0
545,199,127,6,0
546,199,128,4,0
547,200,129,5,0
548,200,129,3,0
549,198,128,4,0
550,197,127,3,0
551,192,124,1,0
552,195,127,2,0
553,197,129,4,0
554,197,129,2,0
555,199,130,1,0
556,200,131,1,0
557,201,132,2,0
558,201,131,1,0
559,207,137,5,0
560,209,139,5,0
561,212,140,6,0
562,213,141,5,0
563,214,142,6,0
564,216,144,6,0
565,214,140,5,0
566,213,140,2,0
567,216,140,2,0
568,217,141,3,0
569,220,144,7,0
570,219,143,8,0
571,218,142,5,0
572,218,142,5,0
573,218,142,5,0
574,219,143,6,0
575,220,144,6,0
576,221,145,7,0
577,222,147,6,0
578,221,146,5,0
579,218,143,2,0
580,217,142,1,0
581,219,144,1,0
582,222,147,4,0
583,224,149,8,0
584,221,148,9,0
585,219,146,8,0
586,216,143,5,0
587,212,139,1,0
588,212,139,1,0
589,217,144,6,0
590,221,148,10,0
591,220,147,9,0
592,219,146,8,0
593,218,145,7,0
594,220,147,9,0
595,222,149,11,0
596,223,150,12,0
597,222,149,11,0
598,221,148,10,0
599,222,148,13,0
600,216,142,9,0
601,213,139,6,0
602,213,139,6,0
603,212,138,5,0
604,208,134,1,0
605,210,136,3,0
606,214,140,7,0
607,209,135,2,0
608,212,138,5,0
609,214,140,7,0
610,209,135,2,0
611,213,140,1,0
612,213,140,1,0
613,213,140,1,0
614,212,139,1,0
615,203,130,1,0
616,200,126,3,0
617,200,126,3,0
618,201,127,2,0
619,199,128,2,0
620,200,129,1,0
621,201,130,4,0
622,201,132,5,0
623,191,120,4,0
624,192,123,4,0
625,197,129,4,0
626,200,132,5,0
627,197,129,2,0
628,198,131,1,0
629,201,132,2,0
630,203,135,2,0
631,204,136,3,0
632,205,137,4,0
633,206,136,4,0
634,206,136,2,0
635,207,137,3,0
636,208,138,4,0
637,210,140,6,0
638,211,142,5,0
639,214,142,6,0
640,215,143,5,0
641,215,143,5,0
642,215,143,5,0
643,214,141,3,0
644,213,140,1,0
645,217,142,1,0
646,218,142,4,0
647,223,147,10,0
648,221,145,10,0
649,220,144,7,0
650,218,142,5,0
651,218,142,5,0
652,219,143,6,0
653,220,144,6,0
654,221,145,7,0
655,223,147,9,0
656,221,146,5,0
657,219,144,3,0
658,218,143,2,0
659,220,145,2,0
660,223,148,5,0
661,225,150,9,0
662,222,149,11,0
663,222,149,11,0
664,221,148,10,0
665,218,145,7,0
666,216,143,5,0
667,217,144,6,0
668,220,147,9,0
669,223,150,12,0
670,217,144,6,0
671,217,144,6,0
672,217,144,6,0
673,220,147,9,0
674,223,150,12,0
675,224,151,13,0
676,223,150,12,0
677,221,147,12,0
678,216,142,9,0
679,212,138,5,0
680,211,137,4,0
681,215,141,8,0
682,216,142,9,0
683,214,140,7,0
684,217,143,10,0
685,222,148,15,0
686,215,141,8,0
687,217,143,10,0
688,218,144,11,0
689,215,141,8,0
690,210,136,3,0
691,213,140,1,0
692,213,140,1,0
693,213,140,1,0
694,213,140,1,0
695,212,139,1,0
696,212,139,1,0
697,200,126,1,0
698,200,129,1,0
699,203,132,4,0
700,199,130,1,0
701,194,124,3,0
702,194,123,5,0
703,193,124,5,0
704,192,126,3,0
705,195,130,4,0
706,201,133,8,0
707,203,135,8,0
708,200,131,4,0
709,201,132,3,0
710,203,134,4,0
711,205,137,4,0
712,208,138,6,0
713,208,138,4,0
714,209,139,5,0
715,209,139,5,0
716,213,143,9,0
717,212,143,6,0
718,212,143,6,0
719,213,144,7,0
720,215,143,7,0
721,215,143,5,0
722,214,141,3,0
723,213,140,1,0
724,216,143,4,0
725,216,143,4,0
726,217,141,3,0
727,218,143,2,0
728,218,143,2,0
729,219,144,3,0
730,221,144,4,0
731,222,145,5,0
732,226,150,13,0
733,224,148,13,0
734,222,146,11,0
735,219,143,8,0
736,219,143,6,0
737,219,143,6,0
738,221,145,8,0
739,222,146,8,0
740,223,147,9,0
741,223,147,9,0
742,221,146,5,0
743,221,146,5,0
744,221,146,5,0
745,223,148,7,0
746,224,149,8,0
747,225,150,9,0
748,223,150,12,0
749,225,151,16,0
750,226,152,17,0
751,225,151,16,0
752,223,149,14,0
753,222,148,13,0
754,222,148,13,0
755,223,149,14,0
756,221,147,12,0
757,221,147,12,0
758,221,147,12,0
759,224,150,15,0
760,226,152,17,0
761,227,153,18,0
762,225,151,16,0
763,222,148,13,0
764,215,141,8,0
765,212,138,5,0
766,213,139,6,0
767,217,143,10,0
768,218,144,11,0
769,215,141,8,0
770,216,142,9,0
771,220,146,13,0
772,218,144,11,0
773,218,144,11,0
774,219,145,12,0
775,219,145,12,0
776,217,143,10,0
777,216,142,9,0
778,215,141,8,0
779,214,140,5,0
780,215,142,1,0
781,215,142,1,0
782,215,142,1,0
783,215,142,3,0
784,215,142,3,0
785,214,141,2,0
786,213,140,1,0
787,202,128,3,0
788,203,129,4,0
789,201,132,2,0
790,191,122,1,0
791,193,123,1,0
792,197,127,5,0
793,197,127,6,0
794,194,126,3,0
795,194,126,1,0
796,198,130,3,0
797,201,134,4,0
798,204,137,7,0
799,206,137,7,0
800,203,134,4,0
801,204,136,3,0
802,205,137,2,0
803,207,139,4,0
804,209,140,3,0
805,209,140,3,0
806,209,140,3,0
807,209,140,3,0
808,216,147,10,0
809,215,146,7,0
810,216,144,8,0
811,216,144,6,0
812,216,144,6,0
813,214,142,4,0
814,213,140,1,0
815,218,145,6,0
816,219,146,7,0
817,221,146,5,0
818,222,147,6,0
819,223,148,7,0
820,223,148,7,0
821,224,149,8,0
822,224,149,8,0
823,228,152,15,0
824,226,150,13,0
825,223,147,12,0
826,221,145,8,0
827,220,144,7,0
828,221,145,8,0
829,222,146,9,0
830,224,148,11,0
831,224,148,10,0
832,224,148,10,0
833,223,148,7,0
834,223,148,7,0
835,224,149,8,0
836,225,150,9,0
837,226,151,10,0
838,226,150,12,0
839,223,150,12,0
840,226,153,15,0
841,230,157,19,0
842,230,157,19,0
843,228,155,17,0
844,225,152,14,0
845,224,150,15,0
846,224,150,15,0
847,228,154,19,0
848,228,154,19,0
849,228,154,19,0
850,229,155,20,0
851,231,157,22,0
852,230,156,21,0
853,228,154,19,0
854,225,151,16,0
855,226,152,17,0
856,223,149,14,0
857,222,148,13,0
858,225,151,16,0
859,224,150,15,0
860,218,144,9,0
861,217,143,8,0
862,219,145,10,0
863,217,143,8,0
864,216,142,7,0
865,217,143,8,0
866,219,145,10,0
867,221,147,12,0
868,221,147,12,0
869,219,145,10,0
870,216,143,5,0
871,215,142,1,0
872,216,143,2,0
873,216,143,2,0
874,216,143,2,0
875,217,144,3,0
876,217,144,3,0
877,218,145,6,0
878,218,145,6,0
879,217,144,5,0
880,215,142,3,0
881,212,139,1,0
882,206,131,3,0
883,206,133,4,0
884,205,132,3,0
885,202,133,4,0
886,200,131,2,0
887,195,127,2,0
888,193,125,2,0
889,192,123,2,0
890,191,125,2,0
891,192,127,1,0
892,196,128,3,0
893,196,128,3,0
894,197,129,2,0
895,196,128,1,0
896,200,131,1,0
897,203,135,2,0
898,206,138,5,0
899,206,138,3,0
900,211,142,3,0
901,212,143,4,0
902,210,141,2,0
903,210,141,2,0
904,213,144,4,0
905,216,147,7,0
906,222,151,11,0
907,220,149,9,0
908,218,145,7,0
909,215,142,3,0
910,214,141,2,0
911,214,141,2,0
912,216,143,4,0
913,217,144,5,0
914,222,149,10,0
915,219,146,7,0
916,218,145,6,0
917,221,148,9,0
918,226,153,14,0
919,230,157,18,0
920,230,157,18,0
921,230,154,16,0
922,228,152,14,0
923,228,152,14,0
924,226,150,13,0
925,225,149,11,0
926,225,149,11,0
927,225,149,11,0
928,225,149,11,0
929,225,149,11,0
930,229,153,15,0
931,228,152,14,0
932,228,152,14,0
933,226,150,12,0
934,225,149,11,0
935,224,148,10,0
936,223,147,9,0
937,223,147,9,0
938,222,149,10,0
939,224,151,12,0
940,227,154,15,0
941,229,156,17,0
942,228,155,16,0
943,225,152,13,0
944,222,149,11,0
945,219,146,8,0
946,225,152,14,0
947,227,154,16,0
948,230,156,21,0
949,232,158,23,0
950,232,158,23,0
951,231,157,22,0
952,229,155,20,0
953,227,153,18,0
954,223,150,12,0
955,220,147,9,0
956,219,146,8,0
957,222,149,11,0
958,227,154,16,0
959,228,155,17,0
960,224,151,13,0
961,218,145,7,0
962,223,150,12,0
963,216,143,5,0
964,212,139,1,0
965,220,147,9,0
966,224,151,13,0
967,222,149,11,0
968,217,144,5,0
969,218,142,4,0
970,218,142,4,0
971,218,142,4,0
972,218,142,4,0
973,218,142,4,0
974,218,142,4,0
975,218,142,4,0
976,218,142,4,0
977,216,140,2,0
978,218,142,4,0
979,219,143,5,0
980,219,143,5,0
981,217,141,3,0
982,215,139,1,0
983,212,138,3,0
984,211,137,4,0
985,209,137,3,0
986,207,135,1,0
987,202,133,6,0
988,199,129,5,0
989,196,126,5,0
990,195,124,6,0
991,193,124,7,0
992,197,129,2,0
993,198,131,1,0
994,198,131,1,0
995,203,133,1,0
996,207,138,1,0
997,207,138,1,0
998,210,141,1,0
999,211,142,2,0
1000,213,145,2,0
1001,216,148,5,0
1002,219,146,7,0
1003,218,145,6,0
1004,217,144,5,0
1005,216,143,4,0
1006,216,143,4,0
1007,217,144,5,0
1008,219,146,7,0
1009,220,147,8,0
1010,222,149,10,0
1011,220,147,8,0
1012,219,146,7,0
1013,221,148,9,0
1014,225,152,13,0
1015,228,155,16,0
1016,228,155,16,0
1017,226,153,14,0
1018,226,150,12,0
1019,226,150,12,0
1020,226,150,12,0
1021,226,150,12,0
1022,226,150,12,0
1023,226,150,12,0
1024,227,151,13,0
1025,227,151,13,0
1026,231,155,17,0
1027,230,154,16,0
1028,229,153,15,0
1029,227,151,13,0
1030,225,149,11,0
1031,224,148,10,0
1032,222,146,8,0
1033,222,146,8,0
1034,224,151,10,0
1035,226,153,12,0
1036,228,155,14,0
1037,229,156,15,0
1038,228,155,16,0
1039,225,152,13,0
1040,221,148,9,0
1041,219,146,7,0
1042,222,149,11,0
1043,224,151,13,0
1044,228,154,19,0
1045,231,157,22,0
1046,232,158,23,0
1047,232,158,23,0
1048,230,156,21,0
1049,229,156,18,0
1050,225,152,14,0
1051,222,149,10,0
1052,220,147,8,0
1053,223,150,11,0
1054,228,155,16,0
1055,229,156,17,0
1056,225,152,13,0
1057,220,147,8,0
1058,222,149,10,0
1059,218,145,6,0
1060,214,141,2,0
1061,215,142,3,0
1062,220,147,8,0
1063,224,151,12,0
1064,223,150,11,0
1065,221,148,9,0
1066,219,143,5,0
1067,219,143,5,0
1068,219,143,5,0
1069,218,142,4,0
1070,218,142,4,0
1071,217,141,3,0
1072,217,141,3,0
1073,217,141,3,0
1074,219,143,5,0
1075,219,143,5,0
1076,219,143,5,0
1077,219,143,5,0
1078,219,143,5,0
1079,218,142,4,0
1080,215,139,1,0
1081,210,138,2,0
1082,210,138,2,0
1083,208,136,2,0
1084,205,132,1,0
1085,200,130,6,0
1086,198,128,6,0
1087,196,126,5,0
1088,195,124,6,0
1089,194,125,8,0
1090,192,122,8,0
1091,192,127,1,0
1092,194,129,1,0
1093,199,132,2,0
1094,200,133,2,0
1095,201,134,3,0
1096,202,135,2,0
1097,205,135,1,0
1098,207,138,1,0
1099,210,141,2,0
1100,210,141,2,0
1101,209,140,1,0
1102,213,145,2,0
1103,215,147,4,0
1104,215,147,4,0
1105,215,142,3,0
1106,215,142,3,0
1107,216,143,4,0
1108,218,145,6,0
1109,219,146,7,0
1110,221,148,9,0
1111,222,149,10,0
1112,223,150,11,0
1113,222,149,10,0
1114,221,148,9,0
1115,220,147,8,0
1116,222,149,10,0
1117,224,151,12,0
1118,226,153,14,0
1119,225,152,13,0
1120,224,151,12,0
1121,224,148,10,0
1122,224,148,10,0
1123,225,149,11,0
1124,226,150,12,0
1125,228,152,14,0
1126,229,153,15,0
1127,230,154,16,0
1128,231,155,17,0
1129,234,158,20,0
1130,233,157,19,0
1131,231,155,17,0
1132,229,153,15,0
1133,226,150,12,0
1134,224,148,10,0
1135,222,146,8,0
1136,221,145,7,0
1137,227,154,13,0
1138,228,155,14,0
1139,230,157,16,0
1140,231,158,17,0
1141,230,157,18,0
1142,227,154,15,0
1143,224,151,12,0
1144,222,149,10,0
1145,221,148,10,0
1146,222,149,11,0
1147,225,151,16,0
1148,227,153,18,0
1149,229,155,20,0
1150,230,156,21,0
1151,230,156,21,0
1152,230,157,19,0
1153,227,154,16,0
1154,225,152,13,0
1155,223,150,11,0
1156,226,153,14,0
1157,230,157,18,0
1158,231,158,19,0
1159,228,155,16,0
1160,224,151,12,0
1161,221,148,9,0
1162,220,147,8,0
1163,219,146,7,0
1164,219,146,7,0
1165,220,147,8,0
1166,222,149,10,0
1167,225,152,13,0
1168,226,153,14,0
1169,223,147,9,0
1170,222,146,8,0
1171,221,145,7,0
1172,220,144,6,0
1173,219,143,5,0
1174,218,142,4,0
1175,217,141,3,0
1176,217,141,3,0
1177,223,147,9,0
1178,220,144,6,0
1179,218,142,4,0
1180,219,143,5,0
1181,222,146,8,0
1182,222,146,8,0
1183,218,142,4,0
1184,212,139,1,0
1185,213,139,4,0
1186,212,140,6,0
1187,209,136,5,0
1188,205,135,5,0
1189,203,132,4,0
1190,200,129,3,0
1191,198,127,3,0
1192,196,126,4,0
1193,196,126,5,0
1194,196,125,7,0
1195,195,124,8,0
1196,191,122,5,0
1197,196,131,1,0
1198,201,134,3,0
1199,203,136,3,0
1200,204,137,4,0
1201,206,138,3,0
1202,206,136,2,0
1203,207,138,1,0
1204,210,141,4,0
1205,211,142,3,0
1206,211,142,3,0
1207,213,144,5,0
1208,215,147,4,0
1209,216,148,5,0
1210,215,147,4,0
1211,215,142,3,0
1212,216,143,4,0
1213,218,145,6,0
1214,220,147,8,0
1215,222,149,10,0
1216,223,150,11,0
1217,223,150,11,0
1218,223,150,11,0
1219,223,150,11,0
1220,223,150,11,0
1221,223,150,11,0
1222,224,151,12,0
1223,225,152,13,0
1224,225,152,13,0
1225,224,151,12,0
1226,223,150,11,0
1227,223,147,9,0
1228,224,148,10,0
1229,226,150,12,0
1230,229,153,15,0
1231,231,155,17,0
1232,233,157,19,0
1233,234,158,20,0
1234,234,158,20,0
1235,237,161,23,0
1236,235,159,21,0
1237,233,157,19,0
1238,231,155,17,0
1239,228,152,14,0
1240,225,149,11,0
1241,223,147,9,0
1242,222,146,8,0
1243,229,156,15,0
1244,230,157,16,0
1245,232,159,18,0
1246,233,160,19,0
1247,234,161,22,0
1248,232,159,20,0
1249,230,157,18,0
1250,229,156,17,0
1251,226,153,15,0
1252,224,151,13,0
1253,222,148,13,0
1254,220,146,11,0
1255,221,147,12,0
1256,224,150,15,0
1257,227,153,18,0
1258,230,157,19,0
1259,229,156,18,0
1260,228,155,16,0
1261,227,154,15,0
1262,228,155,16,0
1263,231,158,19,0
1264,232,159,20,0
1265,230,157,18,0
1266,228,155,16,0
1267,222,149,10,0
1268,224,151,12,0
1269,225,152,13,0
1270,223,150,11,0
1271,221,148,9,0
1272,221,148,9,0
1273,226,153,14,0
1274,230,157,18,0
1275,227,151,13,0
1276,227,151,13,0
1277,226,150,12,0
1278,224,148,10,0
1279,223,147,9,0
1280,221,145,7,0
1281,220,144,6,0
1282,219,143,5,0
1283,224,148,10,0
1284,220,144,6,0
1285,217,141,3,0
1286,218,142,4,0
1287,222,146,8,0
1288,223,147,9,0
1289,219,143,5,0
1290,215,139,1,0
1291,214,141,3,0
1292,213,141,5,0
1293,211,139,5,0
1294,209,136,5,0
1295,205,135,5,0
1296,202,131,3,0
1297,201,130,4,0
1298,199,129,5,0
1299,198,128,6,0
1300,197,127,6,0
1301,195,125,4,0
1302,192,123,4,0
1303,191,122,5,0
1304,191,127,4,0
1305,191,127,3,0
1306,191,127,1,0
1307,201,134,1,0
1308,204,138,2,0
1309,206,140,2,0
1310,208,140,3,0
1311,208,140,3,0
1312,209,140,3,0
1313,212,143,4,0
1314,213,144,5,0
1315,211,142,3,0
1316,209,140,1,0
1317,216,147,7,0
1318,211,142,2,0
1319,212,144,1,0
1320,217,149,6,0
1321,217,149,6,0
1322,216,148,5,0
1323,219,146,7,0
1324,220,147,8,0
1325,221,148,9,0
1326,222,149,10,0
1327,223,150,11,0
1328,223,150,11,0
1329,222,149,10,0
1330,222,149,10,0
1331,225,152,13,0
1332,226,153,14,0
1333,227,154,15,0
1334,228,155,16,0
1335,227,154,15,0
1336,226,153,14,0
1337,225,152,13,0
1338,225,152,13,0
1339,223,150,11,0
1340,225,152,13,0
1341,227,154,15,0
1342,230,157,18,0
1343,233,160,21,0
1344,234,161,22,0
1345,234,161,22,0
1346,234,161,22,0
1347,236,163,24,0
1348,235,162,23,0
1349,233,160,21,0
1350,231,158,19,0
1351,229,156,17,0
1352,227,154,15,0
1353,225,152,13,0
1354,224,151,12,0
1355,231,158,17,0
1356,232,159,18,0
1357,234,161,20,0
1358,237,164,23,0
1359,238,165,26,0
1360,238,165,26,0
